����	�󵵼�	��������	��ܿ�	�ߴܿ�	�Ҵܿ�
독립	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	None
분단	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	None
분열	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	None
통일	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	None
식민지	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	None
이	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	None
민족사	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	None
정통	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	None
북한	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	None
군	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	None
무엇	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	None
성립	1	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	None
민족	15	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
정부	14	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
독립	13	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
한국	11	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
이	9	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
광복군	7	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
것	7	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
소련	7	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
수립	7	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
해방	6	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
그	6	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
대한	5	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
임시	5	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
연합군	5	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
결과	4	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
민국	4	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
일본	4	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
주장	4	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
유우	4	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
침략	3	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(1) 대한 민국의 성립
북한	6	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
그	6	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
이	5	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
대한	4	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
군	4	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
사변	4	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
중	4	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
공산군	4	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
유우	4	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
침략	3	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
소련	3	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
민족	3	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
국군	3	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
휴전	3	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
통일	3	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
파괴	3	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
산화	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
이후	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
공산	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
민국	2	3차 교육과정	Ⅴ. 현대 사회	1. 대한 민국의 정통성	(2) 6⋅25 사변의 민족 시련
혁명	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
발전	3	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
우리	3	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
체제	3	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
경제	3	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
민주주의	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
성장	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
정치	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
극복	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
한편	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
국민	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
의거	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
제	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
공화국	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
새마을	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
운동	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
남북	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
통일	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
유신	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
이해	2	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	None
이	7	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
위	7	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
부정	7	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
혁명	7	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
의거	6	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
사회	6	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
선거	5	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
그	5	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
정권	5	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
국민	5	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
대통령	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
자유당	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
민주당	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
부패	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
경제	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
반공	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
국가	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
후	3	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
정치	3	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
이승만	3	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(1) 민주주의의 성장
경제	8	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
국민	8	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
민족	8	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
혁명	6	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
이	6	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
농촌	6	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
중흥	5	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
의식	5	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
정부	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
제	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
위	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
새마을	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
교육	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
헌장	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
것	4	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
정치	3	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
그	3	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
차	3	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
개발	3	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
계획	3	3차 교육과정	Ⅴ. 현대 사회	2. 민족 중흥의 새 전기	(2) 대한 민국의 발전
문화	13	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
우리	8	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
민족	8	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
것	6	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
수	6	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
전통	4	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
확립	4	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
과거	3	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
위	3	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
발전	3	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
대한	3	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
경제	3	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
사회	3	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
극복	3	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
비판	2	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
그	2	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
오늘날	2	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
때	2	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
건설	2	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
자각	2	3차 교육과정	Ⅴ. 현대 사회	3. 오늘의 역사적 사명	None
우리	6	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
세계	5	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
민족	4	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
차	3	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
나라	3	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
제	3	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
공화국	3	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
대한	2	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
민국	2	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
민주주의	2	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
발전	2	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
수출	2	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
그	2	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
대전	2	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
유우	2	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
전개	2	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
성립	2	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
국가	2	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
민주	2	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
정통	1	4차 교육과정	Ⅲ. 현대 사회의 발달	None	None
대한	6	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
민국	5	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
민족	5	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
남침	3	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
극복	3	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
성립	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
시련	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
광복	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
독립	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
분단	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
분열	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
속	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
통일	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
위	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
공산	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
주의자	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
민족사	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
정통	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
역사	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
배경	2	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	None
민족	16	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
독립	16	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
한국	12	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
우리	10	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
문제	9	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
광복	8	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
정부	8	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
것	7	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
소련	7	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
국민	7	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
일본	6	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
운동	6	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
실시	6	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
수립	6	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
그	5	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
세계	5	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
이	5	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
속	5	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
온	5	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
한반도	5	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(1) 대한 민국의 성립
대한	14	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
민국	13	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
북한	12	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
공산	12	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
남침	12	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
이	10	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
국군	10	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
유우	9	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
통일	9	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
그	9	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
휴전	9	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
등	8	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
소련	7	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
주의자	7	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
작전	7	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
발전	6	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
자유	6	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
평화	6	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
공산군	6	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
남한	5	4차 교육과정	Ⅲ. 현대 사회의 발달	1. 대한 민국의 정통성	(2) 6⋅25 남침
정치	6	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
제	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
공화국	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
발전	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
성립	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
극복	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
체제	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
혁명	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
경제	3	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
민주주의	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
성장	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
위해	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
또	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
민주	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
국민	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
의거	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
한편	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
새마을	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
운동	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
이유	2	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	None
대통령	8	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
국민	8	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
정치	6	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
부정	6	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
혁명	6	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
사회	6	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
의거	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
제	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
선거	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
이	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
정부	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
반공	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
등	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
정책	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
국회	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
위	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
당선	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
그	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
부패	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
국가	4	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(1) 민주주의의 성장
경제	12	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
우리	9	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
이	7	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
위	7	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
국민	7	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
혁명	6	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
개발	6	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
운동	6	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
의식	6	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
제	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
것	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
추진	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
자립	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
차	5	4차 교육과정	Ⅲ. 현대 사회의 발달	2. 민주주의 발전의 새 전기	(2) 대한 민국의 발전
